cust_id,sales_total,num_of_orders,gender
104939,91.26,2,1
104940,202.66,2,0
104941,95.74,1,1
104942,135.03,3,0
104943,380.32,2,1
104944,47.41,2,0
104945,51.6,2,1
104946,136.03,2,1
104947,136.09,2,1
104948,277.46,1,0
104949,44.96163,1,0
104950,119.1,3,1
104951,86.66,2,0
104952,114.83,2,1
104953,49.24,1,1
104954,66.57,3,0
104955,97.84,3,0
104956,100.81,2,0
104957,71.62,3,1
104958,109.3,3,0
104959,124.73,1,1
104960,317.36,2,1
104961,743.12,3,1
104962,69.03,2,1
104963,89.28,2,1
104964,76.51,2,1
104965,496.63,1,1
104966,183.13,1,1
104967,223.62,2,0
104968,401.8,1,0
104969,218.65,3,0
104970,1103.23,9,0
104971,376.67,1,0
104972,156.13,1,0
104973,152.33,2,0
104974,159.95,2,1
104975,78.7,3,1
104976,303.86,3,0
104977,131.71,2,1
104978,155.07,1,1
104979,393.74,4,1
104980,47.56,1,0
104981,101.18,3,1
104982,177.57,2,1
104983,155.86,1,1
104984,88.9,3,1
104985,79.3,2,1
104986,123.62,2,0
104987,1209.48,6,0
104988,322.06,4,1
104989,47.5,1,1
104990,166.44,3,0
104991,124.15,2,1
104992,90.89,3,0
104993,270.08,4,0
104994,281.76,2,1
104995,358.57,3,1
104996,787.16,3,0
104997,618.99,3,1
104998,471.74,3,0
104999,66.06,2,1
105000,130.84,2,1
105001,87.34,2,0
105002,94.69,1,1
105003,104.13,3,1
105004,43.03,1,0
105005,108.56,2,1
105006,85.26351,1,1
105007,317.51,1,1
105008,68.19,3,1
105009,157.32,1,0
105010,127.55,2,1
105011,351.6,3,1
105012,452.17,3,0
105013,97.34,2,1
105014,114.73,3,1
105015,49.84679,3,0
105016,140.9,2,1
105017,590.85,6,0
105018,119.81,1,0
105019,157.34,2,0
105020,44.77,2,0
105021,605.58,2,1
105022,38.44039,1,1
105023,508.08,3,0
105024,94.41,1,0
105025,36.05121,3,1
105026,662.66,2,0
105027,766.14,4,1
105028,165.26,2,0
105029,368.56,1,1
105030,228.16,1,1
105031,51.01,2,0
105032,766.19,4,1
105033,51.17,1,1
105034,305.83,1,0
105035,62.7,2,0
105036,296.87,3,0
105037,66.47,2,0
105038,164.03,1,0
105039,153.25,2,0
105040,69.62,2,0
105041,98.36,1,1
105042,49.88133,2,0
105043,87.27,1,1
105044,320.97,4,0
105045,117.98,2,0
105046,419.35,3,1
105047,316.82,2,0
105048,102.57,2,1
105049,79.36,3,0
105050,164.23,2,1
105051,2379.84,10,1
105052,333.99,3,1
105053,117.03,3,0
105054,61.6,2,0
105055,695.52,4,1
105056,90.67,2,0
105057,220.24,3,0
105058,281.98,3,1
105059,119.84,2,0
105060,199.6,1,0
105061,134.33,3,0
105062,129.57,2,0
105063,238.44,4,0
105064,291.33,2,1
105065,278.96,2,0
105066,59.04,3,1
105067,126.21,2,1
105068,56.21,2,1
105069,41.75,1,1
105070,221.02,3,1
105071,136.85,3,1
105072,178.33,2,1
105073,103.56,2,1
105074,33.74,1,1
105075,170.54,2,1
105076,96.60913,1,0
105077,92.29,1,1
105078,64.99,1,1
105079,83.05,2,1
105080,242.17,2,0
105081,259.57,2,0
105082,482.64,1,1
105083,129.39,1,0
105084,93.51,3,1
105085,121.63,3,0
105086,38.18,1,1
105087,306.28,3,0
105088,168.13,1,1
105089,71.17,2,1
105090,134.69,2,1
105091,289.65,3,1
105092,2365.84,5,1
105093,49.44,2,1
105094,54.94,3,1
105095,101.14,1,0
105096,311.24,2,0
105097,164.01,3,0
105098,91.47,1,1
105099,44.44135,3,1
105100,115.63,2,1
105101,137.54,1,0
105102,153.92,1,0
105103,84.97,1,1
105104,315.86,2,1
105105,147.01,1,0
105106,277.38,3,0
105107,166.17,2,0
105108,151.28,2,1
105109,59.55,2,1
105110,446.19,1,0
105111,214.02,2,1
105112,258.09,2,0
105113,289.24,1,1
105114,83.48,1,0
105115,162.73,2,0
105116,229.47,3,0
105117,59.25,2,0
105118,389.27,4,1
105119,61.37173,2,1
105120,186.96,1,1
105121,109.99,2,1
105122,64.67,1,1
105123,32.94,2,0
105124,110.79,2,0
105125,401.23,4,0
105126,267.86,3,1
105127,66.75,2,1
105128,467.78,3,0
105129,253.59,1,1
105130,49.76,2,1
105131,153.13,2,1
105132,217.38,2,1
105133,59.15289,1,0
105134,183.43,2,1
105135,175.16,1,1
105136,190.2,1,1
105137,87.54,2,1
105138,145.23,2,1
105139,136.32,2,0
105140,84.5601,2,0
105141,458.05,4,0
105142,45.15,2,0
105143,380.63,3,0
105144,118.08,2,1
105145,559.04,5,1
105146,97.75,2,0
105147,377.89,3,1
105148,383.91,4,1
105149,603.34,4,1
105150,333.14,1,0
105151,317.82,2,1
105152,73.11,2,1
105153,133.57,2,1
105154,120.03,2,1
105155,193.48,2,1
105156,898.94,3,0
105157,100.41,1,0
105158,137.34,2,1
105159,39.85,2,0
105160,30.23,2,1
105161,218.03,2,1
105162,85.15,1,0
105163,46.04,1,1
105164,168.7,1,0
105165,69.49,1,1
105166,32.70062,2,1
105167,272.56,3,0
105168,100.45,2,1
105169,184.06,3,0
105170,519.04,3,0
105171,84.53,2,0
105172,60.20306,2,0
105173,163.15,1,0
105174,125.04,2,1
105175,196.18,3,0
105176,215.99,1,1
105177,106.08,2,0
105178,141.34,3,0
105179,918.04,2,0
105180,63.48238,3,1
105181,393,1,0
105182,610.55,3,0
105183,113.96,1,0
105184,560.63,3,1
105185,44.17,1,0
105186,127.68,2,0
105187,562.43,4,0
105188,113.62,2,0
105189,117.74,2,0
105190,74.98,2,1
105191,32.89791,2,0
105192,32.32,2,0
105193,240.83,4,0
105194,37.25,1,0
105195,154.35,2,1
105196,126.23,2,1
105197,326.22,4,0
105198,404.6,2,0
105199,206.62,3,0
105200,124.89,3,0
105201,124.26,1,0
105202,119.16,3,0
105203,84.75,1,0
105204,159.01,2,0
105205,118.56,3,1
105206,134.06,1,1
105207,150.28,2,0
105208,107.57,2,0
105209,63.26,3,0
105210,104.26,2,1
105211,146.02,1,1
105212,33.51058,2,0
105213,423.3,2,1
105214,390.77,3,1
105215,334.64,3,0
105216,403.07,2,0
105217,318.2,1,0
105218,112.17,3,0
105219,68.88,1,0
105220,106.18,2,0
105221,797.94,4,1
105222,73.5,3,1
105223,63.92,1,1
105224,114.08,2,0
105225,194.08,1,1
105226,119.55,2,0
105227,383.95,3,0
105228,88.91,2,0
105229,289.3,3,1
105230,111.89,2,0
105231,104.79,1,1
105232,411.99,2,1
105233,50.43,1,1
105234,308.33,2,0
105235,58.69,1,1
105236,204.72,2,0
105237,266.72,3,0
105238,70.33,2,0
105239,507.43,2,0
105240,70.95245,2,0
105241,160.3,3,0
105242,159.51,1,0
105243,80.9,1,1
105244,178.15,1,1
105245,34.44,1,0
105246,174.71,2,0
105247,53.69,1,0
105248,151.52,2,1
105249,598.64,2,0
105250,100.34,3,0
105251,388.73,2,0
105252,124.63,3,0
105253,30.04,2,1
105254,620.55,6,1
105255,96.04,2,1
105256,370.73,3,0
105257,734.67,5,0
105258,79.26,3,1
105259,281.4,4,1
105260,696.17,3,1
105261,510.35,3,1
105262,79.48,3,1
105263,331.95,3,0
105264,3290.69,17,0
105265,88.79,1,1
105266,315.64,2,1
105267,84.53129,1,0
105268,241.64,3,1
105269,245.76,3,0
105270,152.46,2,1
105271,97.14,2,0
105272,185.92,3,1
105273,181.57,2,0
105274,311.42,2,1
105275,157.48,3,1
105276,169.87,1,0
105277,142.47,3,0
105278,142.6,3,0
105279,137.86,2,1
105280,130.27,3,0
105281,146.73,2,0
105282,55.46039,2,0
105283,253.34,3,0
105284,114.91,2,1
105285,44.67,1,1
105286,136.97,2,0
105287,124.23,2,1
105288,501,3,0
105289,172.08,3,1
105290,288.07,3,1
105291,44.61,2,1
105292,74.89,2,1
105293,120.3,2,1
105294,151.52,3,1
105295,41.87,2,1
105296,292.15,3,0
105297,55.95,1,0
105298,1149.62,7,0
105299,218.46,3,1
105300,71.48,2,1
105301,32.08,2,0
105302,84.65363,2,0
105303,88.31,3,1
105304,88.08,2,1
105305,150.94,1,0
105306,83.15,2,1
105307,34.84,1,1
105308,135.59,2,1
105309,598.5,3,1
105310,82.07,3,0
105311,56.83,2,0
105312,110.21,3,1
105313,63.57,2,1
105314,125.66,2,0
105315,1538.13,5,1
105316,103.24,2,1
105317,601.21,3,0
105318,657.67,3,0
105319,89.26,3,1
105320,215.69,2,1
105321,118.03,3,0
105322,183.3,2,1
105323,192.89,3,1
105324,290.63,1,1
105325,39.07,1,1
105326,244.28,1,0
105327,186.09,1,1
105328,86.55,1,1
105329,65.44,3,1
105330,271.63,3,1
105331,545.06,4,1
105332,88.32,2,0
105333,147.24,3,1
105334,533.13,5,1
105335,147.14,1,0
105336,114.5,2,0
105337,157.4,2,1
105338,158.44,2,0
105339,105.43,1,1
105340,30.41196,1,0
105341,46.03,2,0
105342,165.4,3,1
105343,61.37,1,1
105344,133.39,2,1
105345,89.59083,3,1
105346,557.73,2,0
105347,152.99,3,1
105348,34.12962,2,1
105349,93.31,2,1
105350,47.12,1,1
105351,258.14,1,0
105352,101.69,2,0
105353,492.8,3,0
105354,166.79,2,0
105355,75.28847,2,0
105356,142.52,3,0
105357,107.42,3,1
105358,126.24,3,0
105359,608.85,5,0
105360,186.66,1,1
105361,142.95,2,0
105362,88.57,2,1
105363,130.26,1,1
105364,1535.44,6,1
105365,46.85,1,0
105366,277.72,2,0
105367,124.81,3,1
105368,936.92,5,0
105369,49.01,2,0
105370,238.15,3,0
105371,226.88,3,1
105372,262.27,2,1
105373,961.08,6,1
105374,47.24,2,0
105375,239.72,2,0
105376,105.76,2,1
105377,180.48,1,1
105378,74.91,1,0
105379,324.95,4,1
105380,291.71,3,1
105381,234.61,4,1
105382,274.7,3,1
105383,80.46,3,0
105384,116.18,1,0
105385,272.75,2,1
105386,89.91,3,0
105387,120.71,2,1
105388,104.07,2,1
105389,237.75,3,1
105390,41.69,1,0
105391,42.76,1,1
105392,289.68,4,0
105393,213.31,2,1
105394,178.09,2,1
105395,50.91,2,1
105396,120.11,1,1
105397,69.23332,1,1
105398,197.01,2,0
105399,663.81,4,0
105400,639.19,3,1
105401,415.14,3,0
105402,146.98,2,1
105403,125.04,2,1
105404,186.5,3,0
105405,50.37,3,0
105406,43.2,1,1
105407,69.32,1,1
105408,209.12,2,1
105409,97.63,2,1
105410,42.53,2,1
105411,163.82,1,0
105412,365.01,1,1
105413,407.54,3,0
105414,129.21,3,1
105415,550.68,4,0
105416,156.84,2,0
105417,79.34,2,1
105418,472.76,2,1
105419,131.93,2,1
105420,129.78,1,1
105421,120.45,3,0
105422,182.66,2,1
105423,559.28,5,0
105424,316.22,3,1
105425,326.73,1,0
105426,286.51,3,1
105427,94.84,2,1
105428,505.73,4,1
105429,392.44,2,1
105430,1008.8,5,1
105431,102.75,2,0
105432,211.01,3,0
105433,296.55,2,0
105434,87.16,2,1
105435,583.77,3,1
105436,209.89,1,1
105437,1125.99,9,1
105438,436.17,3,1
105439,811.27,3,0
105440,183.1,3,1
105441,574.4,3,0
105442,67.91,3,1
105443,37.61,2,1
105444,122.47,2,1
105445,166.91,1,1
105446,40.81314,1,0
105447,42.98,2,1
105448,426.45,3,0
105449,86.69,1,1
105450,62.11,1,0
105451,163.62,2,0
105452,333.87,3,0
105453,66.23,2,0
105454,103.27,3,0
105455,252.37,2,1
105456,226.49,1,1
105457,82.62,2,1
105458,125.19,2,0
105459,91.69,1,0
105460,33.01,1,0
105461,48.85,1,1
105462,69.62,3,1
105463,49.63,2,0
105464,135,2,1
105465,111.87,3,1
105466,82.97,1,1
105467,41.78,2,0
105468,378.67,4,0
105469,123.63,2,1
105470,83.4339,2,1
105471,103.44,3,0
105472,76.7567,2,1
105473,108.87,3,0
105474,38.69,2,1
105475,90.94079,1,1
105476,87.19,2,1
105477,84.18,1,1
105478,943.7,3,1
105479,108.2,1,1
105480,171.08,2,0
105481,38.33,2,0
105482,860.93,6,0
105483,688.73,5,0
105484,57.2,2,0
105485,79.27,1,1
105486,642.16,4,1
105487,401.25,3,1
105488,106.02,3,1
105489,112.99,1,1
105490,146.65,2,1
105491,37.16,1,0
105492,223.63,2,1
105493,1228.16,5,1
105494,65.67,3,1
105495,158.44,3,1
105496,231.46,2,1
105497,1375.52,5,0
105498,742.44,4,0
105499,80,2,0
105500,109.16,1,0
105501,72.63,2,0
105502,1042.28,9,1
105503,223.6,4,0
105504,74.27,3,0
105505,125.2,2,1
105506,137.28,2,0
105507,68.81502,2,0
105508,759.59,4,1
105509,733.57,5,0
105510,253.84,2,0
105511,206.87,3,1
105512,281.2,3,1
105513,242.38,1,0
105514,40.95,2,1
105515,35.12,2,0
105516,71.1,1,1
105517,47.11,1,1
105518,535.14,3,1
105519,150.15,2,0
105520,85.66,1,0
105521,143.46,2,0
105522,160.39,3,0
105523,169.95,1,0
105524,349.3,1,0
105525,570.93,2,1
105526,100.67,3,1
105527,84.58669,1,0
105528,1492.72,5,1
105529,288.08,2,0
105530,203.48,1,0
105531,96.92,2,0
105532,61.46,2,0
105533,181.4,2,0
105534,56.45,2,1
105535,184.96,2,1
105536,274.33,2,0
105537,285.24,1,0
105538,40.81,1,0
105539,271.6,4,1
105540,247.2,1,1
105541,389.12,2,0
105542,163.54,2,1
105543,199.75,2,0
105544,85.23,3,1
105545,55.19,2,0
105546,111.39,3,1
105547,115.68,3,1
105548,93.01,3,0
105549,77.75,3,1
105550,128.92,2,0
105551,179.24,2,0
105552,79.38,3,1
105553,197.73,1,0
105554,1026.47,9,1
105555,84.65,3,1
105556,83.84,2,1
105557,293.01,2,0
105558,245.57,2,1
105559,155.25,1,0
105560,160.57,2,1
105561,108.73,2,1
105562,62.49,1,0
105563,244.76,3,0
105564,216.64,3,0
105565,104.38,3,1
105566,96.42,1,1
105567,51.67,1,1
105568,88.84,1,1
105569,65.91848,2,1
105570,118.71,2,0
105571,105.4,1,0
105572,87.26,1,1
105573,252.31,2,0
105574,101,1,0
105575,257.98,4,1
105576,176.52,2,1
105577,280.25,4,1
105578,243.71,4,1
105579,78.49,2,0
105580,76.3,1,0
105581,358.94,4,1
105582,88.78,2,1
105583,235.4,2,0
105584,276.55,2,0
105585,76.35,3,1
105586,321.94,3,0
105587,219.55,3,1
105588,642.15,5,1
105589,213.76,3,1
105590,134.61,2,1
105591,63.79,3,0
105592,97.25,2,1
105593,287.23,1,1
105594,94.32,2,0
105595,238.29,3,0
105596,426.2,2,0
105597,189.9,2,0
105598,198.61,3,1
105599,272.14,3,0
105600,489.3,1,0
105601,440.75,1,0
105602,194.92,2,1
105603,33.66,1,0
105604,103.69,2,1
105605,134.18,1,1
105606,384.6,3,1
105607,45.56,1,1
105608,42.52,1,1
105609,96.9887,2,1
105610,372.45,1,1
105611,120.52,2,1
105612,53.97,1,1
105613,368.1,3,0
105614,58.68797,2,0
105615,387.8,3,1
105616,530.45,2,1
105617,75.1403,2,1
105618,212.18,3,1
105619,506.39,2,1
105620,799.43,4,1
105621,389.21,2,0
105622,68.43,2,1
105623,137.08,2,1
105624,176.28,1,1
105625,207.98,4,1
105626,279.16,3,1
105627,52.54862,1,0
105628,78.53,1,1
105629,219.85,2,0
105630,401.06,2,0
105631,47.71,1,1
105632,74.03,2,1
105633,257.38,2,0
105634,63.4,2,0
105635,122.96,2,1
105636,338.8,2,1
105637,43.25,2,0
105638,69.02243,1,1
105639,170.08,3,0
105640,54.46,2,1
105641,95.09452,3,1
105642,62.41,3,1
105643,96.4,3,1
105644,112.73,1,0
105645,354.56,3,1
105646,127.71,2,0
105647,93.81,1,0
105648,666.15,6,0
105649,507.5,3,0
105650,105.61,1,0
105651,281.54,3,0
105652,156.27,1,0
105653,80.09281,3,1
105654,92.97,2,1
105655,98.37242,3,1
105656,194.22,1,0
105657,83.93,2,1
105658,141.6,1,1
105659,158.67,2,1
105660,39.86893,2,1
105661,167.69,2,1
105662,122.64,1,0
105663,41.32,2,0
105664,234.86,2,1
105665,64.01,1,1
105666,177.9,2,1
105667,215.66,3,0
105668,130.26,2,1
105669,470.76,2,1
105670,867.79,5,1
105671,103.89,1,0
105672,38.23,1,0
105673,371.49,2,0
105674,240.17,3,1
105675,61.72,3,0
105676,46.69,2,0
105677,58.23,3,0
105678,256.12,3,0
105679,71.93,1,1
105680,86.76,2,1
105681,63.25,3,1
105682,130.26,2,0
105683,51.68044,1,1
105684,432.37,4,0
105685,47.07,1,0
105686,266.15,2,1
105687,190.21,2,0
105688,33.43,2,0
105689,145.43,2,0
105690,32.17,1,0
105691,168.15,3,0
105692,65.27,1,0
105693,168.5,1,0
105694,281.54,3,0
105695,385.18,1,0
105696,109.37,3,0
105697,66.56,2,0
105698,58.72,2,1
105699,146.49,2,1
105700,118.74,2,1
105701,334.75,1,1
105702,148.42,2,1
105703,31.23,2,0
105704,143.18,2,0
105705,70.45,3,1
105706,57.29,3,0
105707,381.39,2,1
105708,217.71,2,0
105709,394.64,3,1
105710,211.13,4,0
105711,169.81,1,0
105712,58.62929,3,0
105713,232.67,4,1
105714,93.88,3,0
105715,2420.36,16,1
105716,374.25,3,1
105717,122.59,3,0
105718,802.43,6,0
105719,105.27,2,1
105720,191.46,3,0
105721,137,2,0
105722,89.15,2,1
105723,687.43,4,1
105724,30.02,2,1
105725,427.4,3,0
105726,1131.68,9,1
105727,40.81,2,1
105728,33.16,1,1
105729,774.41,5,0
105730,58.53,3,0
105731,92.37734,1,0
105732,220.06,1,1
105733,121.62,1,1
105734,380.19,4,1
105735,200.78,1,0
105736,236.15,3,0
105737,169.6,2,0
105738,311.47,2,1
105739,58.17,2,1
105740,287.53,3,1
105741,430.27,4,1
105742,173.48,3,0
105743,135.38,3,1
105744,90.33,2,1
105745,160,3,0
105746,50.16,1,0
105747,64.99763,1,1
105748,104.4,2,1
105749,191.29,2,0
105750,101.48,2,1
105751,45.81,2,1
105752,197.76,2,0
105753,861.95,2,0
105754,93.05,1,1
105755,336.58,4,0
105756,61.7,3,0
105757,88.38,2,1
105758,73.13,2,1
105759,115.66,3,1
105760,1747.73,7,0
105761,137.24,3,0
105762,241.38,2,0
105763,62,1,0
105764,72.28,1,1
105765,466.79,4,0
105766,487.12,2,0
105767,145.07,2,0
105768,87.99,2,1
105769,196.24,2,1
105770,655.72,2,0
105771,341.31,3,0
105772,163.65,2,0
105773,218.68,2,0
105774,910.66,4,1
105775,150.07,1,0
105776,40.88,1,0
105777,1001.98,8,0
105778,135.28,3,1
105779,92.48,2,1
105780,166.58,1,1
105781,71.84,3,1
105782,106.04,3,0
105783,49.68,2,1
105784,146.42,3,0
105785,97.84886,2,1
105786,39.35,1,0
105787,34.83,1,0
105788,76.69415,2,1
105789,73.41666,1,0
105790,59.03,1,0
105791,226.83,2,0
105792,118.77,2,0
105793,248.98,2,0
105794,530.45,4,0
105795,35.3,1,1
105796,1448.42,6,1
105797,93.06,2,1
105798,60.87,2,1
105799,185.95,1,0
105800,453.49,3,0
105801,181.25,2,1
105802,631.18,2,1
105803,37.12,1,0
105804,225.19,3,1
105805,340.07,1,0
105806,254.83,1,1
105807,48.00161,2,0
105808,46.26,2,1
105809,352.33,2,1
105810,200.76,2,0
105811,116.12,2,1
105812,114.01,2,1
105813,521.99,4,0
105814,427.72,3,0
105815,51.53305,2,0
105816,286.85,3,1
105817,150.1,3,1
105818,2050.18,17,0
105819,333.53,4,1
105820,322.33,2,1
105821,88.83,3,1
105822,67.47,3,0
105823,66.81059,2,0
105824,97.06,3,0
105825,692.92,4,0
105826,113.6,3,0
105827,511.36,4,1
105828,680.21,6,0
105829,552.88,2,1
105830,131.5,1,1
105831,1544.7,5,1
105832,479.2,3,0
105833,101.66,2,0
105834,35.87,1,1
105835,226.42,1,1
105836,92.01,2,0
105837,713.02,4,0
105838,301.3,4,0
105839,782.1,3,1
105840,1577.24,7,1
105841,126.06,1,1
105842,198.18,1,0
105843,39.27,1,0
105844,264.72,1,1
105845,182.61,2,0
105846,580.94,4,0
105847,53.45,2,0
105848,407.11,2,0
105849,147.83,2,0
105850,276.58,3,0
105851,105.31,2,0
105852,299.72,4,1
105853,109.13,2,0
105854,40,1,0
105855,73.39945,2,1
105856,322.29,3,0
105857,215.96,4,0
105858,105.15,2,0
105859,169.39,3,0
105860,72.32583,2,1
105861,229.01,2,1
105862,277.91,3,1
105863,395.87,4,0
105864,72.79,2,0
105865,47.09,2,1
105866,150.53,3,1
105867,217.94,3,1
105868,655.11,6,0
105869,229.81,4,1
105870,379.6,2,1
105871,79.05,1,1
105872,145.78,2,1
105873,399.93,1,1
105874,92.71827,1,0
105875,195.28,2,0
105876,2075.67,12,0
105877,860.22,3,0
105878,511.25,4,0
105879,69.27,1,1
105880,211.86,2,1
105881,102.39,3,0
105882,209.93,2,0
105883,65.7,1,0
105884,114.06,2,0
105885,72,2,0
105886,113.13,2,0
105887,162.24,3,1
105888,51.01,2,1
105889,169.45,3,1
105890,592.53,4,0
105891,371.21,4,1
105892,517.34,2,1
105893,372.14,4,0
105894,2595.71,17,0
105895,78.73,1,0
105896,213,2,1
105897,143.84,3,0
105898,93.85,2,1
105899,65.25,2,1
105900,480.85,2,1
105901,176.22,2,1
105902,114.95,1,0
105903,147.78,2,0
105904,168.22,2,0
105905,110.86,1,1
105906,222.46,1,1
105907,158.92,1,1
105908,79.37,1,1
105909,123.67,2,0
105910,31.75,2,1
105911,120.49,2,0
105912,811.6,4,1
105913,40.41,1,1
105914,388.5,1,1
105915,179.36,2,0
105916,70.38,2,0
105917,49.98,2,1
105918,295.97,4,0
105919,75.59,2,0
105920,39.04,1,0
105921,54.92,2,0
105922,89.13,1,1
105923,170.1,3,1
105924,229.27,3,0
105925,54.00827,2,1
105926,31.01,2,0
105927,31.04,1,1
105928,366.31,4,1
105929,130.48,2,1
105930,95.54,1,0
105931,186.71,2,1
105932,118.95,2,0
105933,47.39,2,1
105934,378.58,3,0
105935,114.48,3,0
105936,725.62,6,1
105937,126.67,2,1
105938,321.35,2,1
105939,113.1,2,1
105940,40.52,1,1
105941,275.73,3,0
105942,168.11,2,1
105943,45.23,2,1
105944,54.29,2,1
105945,72.14,2,1
105946,204.48,3,1
105947,670.78,3,1
105948,395.97,2,0
105949,716.94,4,1
105950,30.27,1,1
105951,426.62,4,1
105952,1145.85,6,1
105953,143.44,3,0
105954,767.05,3,0
105955,677.07,3,0
105956,122.24,1,0
105957,63.45,2,1
105958,322.45,2,0
105959,89.89,2,0
105960,106.46,2,0
105961,246.97,1,0
105962,701.6,5,0
105963,182.69,2,0
105964,219.07,1,1
105965,151.55,2,1
105966,433.03,2,0
105967,212.61,4,1
105968,75.77,2,0
105969,442.88,3,0
105970,167.9,2,1
105971,68.89,1,0
105972,79.17,3,0
105973,31.1,1,0
105974,902.21,6,0
105975,60.26,1,1
105976,32.92,2,1
105977,79.13,1,0
105978,599.81,6,0
105979,456.73,2,0
105980,207.48,1,0
105981,234,2,0
105982,91.32,2,1
105983,111.63,1,1
105984,87.72,3,0
105985,553.06,4,1
105986,257.27,3,0
105987,51.19,2,0
105988,148.71,2,1
105989,75.96,1,1
105990,47.44,2,1
105991,132.31,1,1
105992,1378.1,9,0
105993,342.85,2,0
105994,32.95,2,0
105995,65.12,2,0
105996,33.57,2,0
105997,622.85,4,1
105998,417.52,3,0
105999,42.78,2,0
106000,192.72,1,1
106001,47.25,2,1
106002,109.6,2,0
106003,528.02,4,1
106004,55.7,3,0
106005,238.48,1,1
106006,292.17,4,1
106007,53.3,3,0
106008,42.20596,3,0
106009,468.15,4,1
106010,63.31,2,0
106011,85.47,1,0
106012,141.62,1,1
106013,435.3,2,0
106014,1030.92,10,1
106015,61.98,3,0
106016,72.39,2,0
106017,187.83,1,0
106018,84.33,2,0
106019,400.35,4,1
106020,31.53,1,1
106021,156.84,1,0
106022,86.65,3,0
106023,297.13,1,1
106024,111.02,2,0
106025,102.36,3,1
106026,116.99,3,1
106027,105.78,3,1
106028,151.87,1,0
106029,212.61,2,0
106030,747.22,2,1
106031,299.72,2,0
106032,126.06,2,0
106033,47.7,1,1
106034,568.82,3,1
106035,72.11,3,0
106036,93.17,2,1
106037,233.43,4,0
106038,107.87,3,1
106039,72.06,2,1
106040,371.27,2,0
106041,210.28,2,0
106042,153.92,2,1
106043,179.07,2,1
106044,61.77,1,0
106045,353.45,2,0
106046,37.26,2,0
106047,57.35,2,0
106048,2228,11,0
106049,155.58,1,0
106050,208.85,2,0
106051,115.42,1,0
106052,126.24,2,0
106053,40.43,2,1
106054,89.92,2,0
106055,403.51,2,1
106056,226.01,3,1
106057,73.51384,2,0
106058,133.09,1,1
106059,245.26,4,0
106060,41.19,1,1
106061,122.43,3,0
106062,312.35,2,0
106063,32.85,1,0
106064,288.56,2,0
106065,85.29,2,0
106066,361.08,2,0
106067,496.14,4,1
106068,69.89,3,0
106069,115.86,3,1
106070,80.83704,2,1
106071,477.78,2,1
106072,73.15,1,1
106073,292.44,2,1
106074,49.32,2,0
106075,101.02,2,1
106076,372.19,1,1
106077,740.22,3,0
106078,269.06,3,0
106079,223.72,2,1
106080,435.96,3,0
106081,305.39,1,1
106082,87.47993,2,1
106083,455.72,2,1
106084,450.09,1,1
106085,216.37,1,1
106086,273.1,3,1
106087,263.36,4,1
106088,67.37,2,0
106089,98.9,2,0
106090,57.62,1,1
106091,46.72,1,0
106092,108.05,1,0
106093,554.51,4,0
106094,43.33,2,1
106095,456.18,2,0
106096,86.3,2,0
106097,185.32,3,0
106098,54.37,1,1
106099,61.34,1,0
106100,552.29,3,0
106101,203.25,4,0
106102,103.79,3,0
106103,288.82,3,1
106104,154.35,2,1
106105,172.15,3,1
106106,201.27,3,0
106107,182.87,2,1
106108,47.56062,2,1
106109,116.06,3,1
106110,120.58,1,0
106111,149.03,3,0
106112,94.72506,2,0
106113,141.93,1,1
106114,78.47,1,1
106115,459.47,2,0
106116,40.96,1,1
106117,109.58,3,0
106118,63.47,2,0
106119,808.43,5,1
106120,675.36,5,0
106121,135,3,1
106122,134.82,2,0
106123,39.38,2,1
106124,1175.2,8,0
106125,336.74,2,1
106126,33.97,2,1
106127,78.15,1,0
106128,80.48,3,0
106129,76.08,3,1
106130,93.32,1,0
106131,181.66,2,1
106132,55.03,3,1
106133,113.11,2,1
106134,388.83,3,1
106135,2377.21,9,1
106136,107.84,2,0
106137,77.81494,3,0
106138,286.42,2,1
106139,232.1,4,1
106140,43.77,2,0
106141,114.39,2,0
106142,73.18,1,1
106143,58.98,2,0
106144,116.42,1,1
106145,168.13,1,0
106146,209.5,4,1
106147,141.65,1,0
106148,157.58,1,1
106149,334.05,1,0
106150,102.75,1,0
106151,99,3,1
106152,312.29,4,0
106153,115.45,3,0
106154,59.47,3,0
106155,317.97,3,1
106156,67.18,1,0
106157,76.36,1,1
106158,1413.59,7,0
106159,121.32,2,0
106160,33.92,1,1
106161,124.96,3,0
106162,194.96,2,0
106163,152.48,2,1
106164,200.99,3,1
106165,231.42,3,1
106166,521.13,4,0
106167,126.01,2,0
106168,589.41,3,1
106169,70.6,1,1
106170,478.2,2,0
106171,335.52,1,1
106172,47.91,2,0
106173,409.46,2,1
106174,31.65,1,1
106175,498.24,2,0
106176,440.25,4,1
106177,754.67,3,0
106178,48.89,2,0
106179,36.03,1,1
106180,131.71,1,0
106181,77.32,2,0
106182,121.2,3,1
106183,241.7,3,0
106184,110.74,2,0
106185,111.64,2,1
106186,284.83,2,0
106187,69.18,1,0
106188,2752.76,6,0
106189,419.71,1,1
106190,33.91,2,0
106191,52.19,2,1
106192,51.75,2,0
106193,96.45,3,0
106194,212.3,3,1
106195,119.74,2,1
106196,91.53431,2,1
106197,48.54,2,0
106198,106.1,2,0
106199,217.84,3,1
106200,159.69,2,0
106201,224.64,2,0
106202,162.8,2,1
